yorum,kategori
"bayram tatilinde bile cevap yazan hepsiburada müşteri hizmetleri kalitesini hissettiriyor, teşekkürler, ürün o kadar da kaliteli değil ya da ben beceremedim.",Olumsuzlama
bu ürünü alırken gerçekten de yazılan yorumlardan yola çıkarak önemli değişiklikler elde deceğimi düşündüm.,Bağlamsal/Diğer
asus zenfone 6 telefonum için aldım. 3300 mah bataryası var. 2 kere şarj edebildim. 1.sinde %0dan %100 e 4 saatte getirdi. 2.sinde %0dan %87ye 3.5 saatte getirdi. daha kendi markası olan telefonu düzgün şarj edemediğinin kanaatindeyim. 10050 mah lik powerbank in ışıklarına harcadığı gücün 3450 mah olmasına inanmak imkansız. powerbanki şarj etme süresi ise 9 saat. akşam 12 de şarja koysanız sabah 9 da hazır oluyor.,Bağlamsal/Diğer
kampanya ile aldım fena değil bedavaya geldi tavsiye edilecek bir ürün dişlere çok iyi geliyor diş minesini onarıyor diş etine iyi geliyor.,Olumsuzlama
ürün sessiz ve hızlı çalışıyor.,Bağlamsal/Diğer
normalde xl giyiyorum.l sipariş ettim o kadar küçük bir şey geldiki kafamdan zor geçti. sonuçta giymek imkansızdı ve deneyemedim. attım çekmeceye öyle duruyor. ihtiyacı olana göndereyim:),Bağlamsal/Diğer
"hızlı şarjı destekleyen yumuşak yapıda, dışı silikon kaplı, 2m uzunlukta kablolardı.",Bağlamsal/Diğer
onun dışında koltuk altı uzun sürsede alıyorsun,Bağlamsal/Diğer
çekmecelerinin menteşelerini yapacağınız vida delikleri yok onu da siz işaretleyip deliyosunuz.,Olumsuzlama
yani çok abartıldığı gibi değil ama fiyatina göre iyi sayılır,Olumsuzlama
ürünü hepsiburadadan almadım samsungun kendi bayisinden aldım ama burada bu ürünü alacak olan arkadaşlara ürünün 2015 yılına göre çok sesli çalıştığı konusunda deneyimimi paylaşmak istedim. tabi yine alıp almakta karar alacak olan arkadaşların...,Bağlamsal/Diğer
ürüün gerçekten güzell ama bazen bir takılıyor pir takılıyor,Bağlamsal/Diğer
orjinal zannetmiştim yıllardır duracell kullanıyorum ilk defa uzun süre kullanamayacagim bir duracell pil ile karşılaştım ve açıkçası şaşkınım,Yazım Bozukluğu
ürün bu gün elime geçti sabah beri gaz basıyorum ses yok çok azzz duyulmnuyo 1.4 70s uno da denedim galiba bizim aracın değişim zamanı gelmiş.:),Olumsuzlama
"benim gibi homeoffice çalışan ve minimum harekette bir insan için idare eder cinsten. iş yaparken bi yandan pc bi yandan pedal, çevirdiğinizi bile unutuyorsunuz bazen ancak sandalyede oturduğunuzda bir süre sonra bel ağrısı yapıyor.. bir velespit değil neticesinde.. herşeyin doğalı güzel yahu..",Olumsuzlama
telefonumla gelen orjinal şarj aleti hızlı şarj yapıyor. yani telefonda bir sıkıntı yok.,Olumsuzlama
tek artısı fiyatı,Kısa Yorum
ama sanırım iş görecektir.,Kısa Yorum
bu ürünü arkadaşımda gördüm ve çok beğendim. hemen sipariş ettim. 2 günde elime ulaştı. az önce kurulumunu tamamladım ve her şey hazırdı. fakat eğri barların orantısız olduğunu farkettim ve fabrika çıkışlı bi hata vardı. i̇ade formunu doldurdum onaylanmasını bekliyorum. ürünü kesinlikle alın fakat bu tarz aksaklıklar çıkabilir bunu da unutmayın,Bağlamsal/Diğer
bunun yerine alternatif olanları guex felan ala bilirsiniz normal cilalardan daha zahmetli evet ise yariyor biraz ama dierleri daha iyi ve fiyat olarak daha uygun.,Bağlamsal/Diğer
telefon küçükse şarj sorununu çözer ancak telefon büyükse kısa vadeli çözümdür benim telefon z2. %36 şarj edebiliyor,Bağlamsal/Diğer
"alabilirsiniz, idare eder. hayırlı olsun.",Bağlamsal/Diğer
bi̇raz tekerlek gi̇bi̇ büyük duruyor:) hareketleri̇ kistliyor ev i̇çi̇nde fi̇yatina göre i̇yi̇ şuna deyi̇nmek lazim hepsi̇burada bu i̇şi̇ yi̇ bi̇li̇yor tesli̇mat hizi çok i̇yi̇ :),Bağlamsal/Diğer
"duzenli balik yiyen bir aileyiz, o yuzden annem rahat etsin diye aldım.geldiği gun barbun ve hamsi pişirdim normal yani extra bir kolaylığı yok.biraz tadi güzelleştirdi sanki. ertesi gun kofte de denedim ,soğan biber de attım.cok hizli ve lezzetli pişti.bana göre köfte için daha uygun",Olumsuzlama
"cihaz bugün elime ulaştı. anında denedim. oldukça kullanışlı. yan komşumla aramda 2 duvar var. wi-fi 2 çizgi falan çekiyordu. telefon ile bağlanmak ise ölüm gibiydi. bu cihazı direkt kendi odama takarak denedim. şu an full çekiyor. keşke daha önce alsaymışım. tavsiye ederim. fiyatına göre çok uygun, yer kaplamayan bir cihaz.",Bağlamsal/Diğer
ürünün orta ayar kısmı çıkmış bir şekilde geldi kendim taktım ama ne tarafa çevirsem ısısı yüksek kalıyor bir çok kıyafetimi yanmaktan son anda kurtardım .,Bağlamsal/Diğer
mağazanın birinde bu ürünü inceleme fırsatı buldum. homend marka kullanmış biri olarak çelik modelini alın derim. hem sağlıklı hem güvenli. benden tavsiye,Bağlamsal/Diğer
yapan mühendis bunla hiç çay demlememiş)),Olumsuzlama
görüntüde sıkıntı yok kanal sıralaması yapmadı.,Olumsuzlama
kalıcılık olarak iyi değil fakat kokusu yaz için güzel. fiyat olarakta şu an indirimde olduğu için düşünülebilir. teslimat içinde ertesi gün siparişim elime ulaştı,Olumsuzlama
tek kelimeyle müthiş bir kitap arkadaşlar. ve ilk iç sayfada sayın b.barış muslunun imzası ile geliyor. yerli yabancı bir çok nlp kitabı okudum. fakat hiç birinde bulamadığım yöntem ve uygulamaları bu kitapta buldum. keşke bu kitabın değerini herkes bilseydi. yeterince yayılmamış olduğu için üzülüyorum. i̇nsanların mahrum kalmaması gereken bir başucu kitabıdır bu resmen....,Olumsuzlama
ürün ortalama bir ürün. yani emniyet kemeri geçiş yerleri yok. bana gönderilen kutuda ama var gibi gösterilmişti. i̇pleri ince ve hemen kopabilir.,Olumsuzlama
guzel kullanisli ve sade bir tasarimi olan bir casio modeli fiyat olarak da makul butcesi kucuk olan arkadaslara casio kalitesi,Bağlamsal/Diğer
kısacası kesinlikle alamayız gereken bir ürün.,Bağlamsal/Diğer
"çoğu zaman ürünün pahalılığına değil işlevine önem veririm, yani benim için iyi kötü iş görüyorsa detaylar pek önemli değildir. ürün kırık olarak geldi, kutusu falan da yoktu kargoya konulduğu gibi gönderilmiş. onun dışında on of tuşu yok prize taktığınız gibi çalışıyor, 1 hafta daha çalışır mı bilmem.",Olumsuzlama
öncelikle ürünü alalı çok zaman oldu.,Bağlamsal/Diğer
"ürün beklediğim kadar iyi,ama fazla şımarmayın diye 1 yıldız veriyorum..",Bağlamsal/Diğer
kredi kartına taksit yaptığı için alıyorum. hepsiburada.com yazılı bir kesede geliyor.bu yılın son tarihli ürünü. eski değil kargo ücreti de oldukça yüksek,Olumsuzlama
"ürünün fiyatından da belli olabileceği üzere kalıp gibi duran sağlam sert bir ürün değil. normal hurçlar gibi ve bezden ara bölmeler yapılmış. bu bölmeler içinde mukavva gibi sert durmasını sağlayacak parçalar yok, tabanında da yok. ayakkabılarınızı derli toplu bir yere yerleştirmenizi sağlıyor mu? evet.",Olumsuzlama
kötü bir ürün ama fiyatını düşününce normal.,Bağlamsal/Diğer
ürünün kokusu çok güzel ama kalicigi sadece sikana kadar sıkarken bi hissediyorsunuz dahada ötesi yok bunun kaliciligini arttirmalari gerek böyle kokuyu değerledirin,Olumsuzlama
pratik saplı,Kısa Yorum
bu paraya bu kadar almaya gerek olmadığını söyleyebilirim termal özellikli gerçekten istiyorsanız paraya kıyacaksınız,Olumsuzlama
ürünü araç ıslakken kaportaya sıkıp kurulayın. daha sonra kuru ve temiz bir bezle puslu görünüm almış kaportayı silin. ürünü daha almadıysanız bence piyasadaki meguiars quick detailer veya quick wax ı tercih etmelisiniz.,Bağlamsal/Diğer
cihaz fiyatına göre iyi gibi,Bağlamsal/Diğer
ürün gayet kullanışlı ama her bölme arasında dikiş yok ayakkabı terlık ne varsa yerleştirdikten sonra yatagın altına koydum evim küçük oldugundan dolayı benım için kullanışlı bir ürün,Olumsuzlama
"şarzı iyi gidiyor 2-3 gün kadar,",Bağlamsal/Diğer
ürünün eksileri,Kısa Yorum
23 mart'ta sipariş verdiğim ürün elime 28 mart'ta ulaştı.(5gün),Bağlamsal/Diğer
acıtma gibi bir sorun yok fakat sert sakallara ve tüylere sahipseniz yetersiz kalıyor.,Olumsuzlama
ama mecbur kaldım hangi emzik modeli denedimse kabul etmedi bebeğim sürekli emmek istediğimiz için bende zorda kaldım bu gün sipariş verdim umarım işe yarar,Olumsuzlama
bu ürününü alalı iki sene oldu.amatör kullanıcılar icin fena degil.kendi evinin tamirini yapanlar icin ideal bir ürün.fiyatına göre tavsiye ederim..,Bağlamsal/Diğer
"ürün alan arkadaşlar, kuyumcuya gidip bozdurmak istediğinizde, kalitesini veya fiyatının ne olacağını sorduğunuzda ne cevap aldınız, yani bu ürün piyasada (kuyumcularda) satılan diğer çeyrek altınlardan farklı mı istediğimiz zaman piyasa değerindne bozdurabilir miyiz acaba?",Bağlamsal/Diğer
--(odada pencere veya kapıyı hafif aralı bırakıp öyle kullanmak gerek.,Bağlamsal/Diğer
ürün kaliteli. ancak özelliklerinde söylendiği gibi elektrik kesildiğinde otomatik olarak yanmıyor. elfeneri olarak kullanıyorum.,Bağlamsal/Diğer
uyguladım 2. günü yağmur yağdı aldı götürdü tüm cilayı boşa emek harcamayın bence kalıcı çözümlere bakalım sonax adına güvenm ama,Bağlamsal/Diğer
"beklentilerimi fazlasıyla karşıladı.parlak ve canlı renkler,çok çabuk kuruma ve uygun fiat.daha ne olsun.kesinlikle tavsiye ederim.",Yazım Bozukluğu
ürün zaten basit bir ağırlık. o yüzden bence en önemli özelliği sağlam olması. ama paketi açtığımda ikisinin de yüzey plastiğinin çatlayarak iyice açılmış olduğunu gördüm. i̇çindeki beton ve kum parçacıkları dökülüyordu.,Bağlamsal/Diğer
parfümü sıktıkdan 30 dk sonra hiç bişey kalmıyor,Olumsuzlama
bu markanın 5w 8w ve 12w aldım.açıkçası 5 ve 8 tatmin etti beni ama 12w beklediğim kadar aydınlatmadı.,Bağlamsal/Diğer
çok beğenildi. bulunduğum yerde yoktu.çok güzel.,Olumsuzlama
almadan bilmiyordum. basmalı zannederdim. ancak burma marifetiyle uçları faaliyete geçermiş.,Bağlamsal/Diğer
tabancası su kaçırıyor,Kısa Yorum
"ürün erkek kokusu diye nitelendirilmiş ama başlık unisex yazıyor.bencede unisex.bence edt değil , body mist tarzında kalıcılık sahibi. ama 200 ml = hepsiburada fiyatı , fena değil; alınabilir.edp olsaymış daha güzel olurmuş. aslında güzel koku.ben buram buram kokmayı tercih edenlerdenim....",Olumsuzlama
kullanılmış ürün geldi yine....,Kısa Yorum
simdi diyeceksiniz ki neden aldin bluetooth kulaklik. kablolular daha guclu ses cikartiyor.,Bağlamsal/Diğer
"reklamlarına aldanıp yanılmayın, buna verilecek parayla çok daha iyi ve kaliteli duş başlıkları alınabilir.",Bağlamsal/Diğer
standart bir ürün. mühendislik öğrencilerinin çok kullandığı bir makine.,Bağlamsal/Diğer
hızlı teslimat diyor ama hemen gelmiyor inanmayın ürün güzel sorunsuz,Bağlamsal/Diğer
"nest cafe gibi instant cafe kullanıyorsanız , makina almaya gerek yok zaten.... bunları ellede rahatlıkla yapabilirsiniz . .üstelik makina temizleme derdinizde olmaz",Olumsuzlama
teslimati kurulum sureci cok kolaydi ve makine gayet guzel temizliyor. yalniz sikinti noktalari mevcut.,Bağlamsal/Diğer
"kokusu güzel, ilk kullanimda kokuyu herkes hissediyor. 1 saat sonra sadece siz hissediyorsunuz, 2 saat sonra koku kayboluyor.",Yazım Bozukluğu
"tavsiyem, yazın yaz lastiği, kışın kış lastiği kullanmaktır.",Bağlamsal/Diğer
"bu paraya bu kadar, şarjı hemen bitiyor, tam bir oyuncak....",Bağlamsal/Diğer
kötü yanı :çift fermuari yok.ferömuar biraz dandik gibi. kulpları yok. iyi yanı : üstü şeffaf olması iyi. boyutu güzel. kırmızı yıldızlı bi kumaş geldi. deseni beğendim.hurç işte iş görür.,Olumsuzlama
daha önce hafif fresh kokular kullandığım için midir bilmem ama çok ağır geldi. kalıcı üstelik.... bir kere sıktınız mı sizi rahat idare ediyor tabii kokuyu sevdiyseniz...,Bağlamsal/Diğer
senede 1 kez çıkan amiral gemisi bir telefon için bence yeterli değil.,Olumsuzlama
"20 yıllık bilgisayar programcısı ve oyuncu olarak söyleyebilirim ki elimde 4-5 mouse var. bu mouse u pad'i için almıştım. öyle de oldu :) boşta yatıyor. kaliteli mouse kullanmışsanız cihaz çok yavaş,(dpi) kırıp atasınız geliyor. parmaklar icin klavuz (resting house) yapmışlar fakat benim elime göre değil.(kimin eline göre ? bu tarz sabit klavuzlar zaten kaliteli mouselarda olmaz.) bu fiyat civarındaydı gigabyte m8000 modeli bu mouse'tan 10 kat hızlı. mousepad'i de arkadaşıma hediye ettiğim için bişey diyemiyeceğim kalitesi hakkında. en nihayetinde hiç mouse'um olmasa, ve bütçem 40 tl olsa. yine de şansımı başka mouselarda denemek isterim. bu mouse u almam.",Olumsuzlama
ürün ne kadar etkili daha pek anlaşılmadı ancak bizim karıncalar pek takmıyor gibi... sinek veya fareler için bekleyip görmekte fayda var...,Bağlamsal/Diğer
ürünü 2 haftalik bi̇r i̇nceleme ve kiyaslama sonucunda aldim,Bağlamsal/Diğer
"emiş gücü kalıbına göre güzel normal süpürgeleri aratmayacak derecede benim gibi resme aldanıp şarjlı sanmayın elektrikli ,hepa filitresini temizlemesi biraz zor onudışına fiyatına göre gayet ii performansı",Bağlamsal/Diğer
ters etki,Kısa Yorum
"gece melatonin hormonu üretimini en az engelleyen kırmızı ışık, en fazla engelleyen ise mavi ışıktır. vücudun dengesini bozmamak için gece lambası kırmızı renk olmalı.",Bağlamsal/Diğer
1. kuru zemin için performansı ortalama lastik düzeyinde.,Bağlamsal/Diğer
"ürünü, radyo, saat, usb ve sd girişi bulunan başka ürün bulamadığım için aldım. aksi durumda tercih etmezdim. peki bu kadar fonksiyonu var ama işe yarıyor mu? bir bakalım;",Bağlamsal/Diğer
evde bazi basi̇t i̇şler i̇çi̇n kullanilabi̇li̇r fazla ağir i̇şler i̇çi̇n çok basi̇t bi̇r ürün parasida zaten ona göre gayet ucuz,Yazım Bozukluğu
yani denilebilirki,Kısa Yorum
günde iki kez kullandım. benm yüzü kuru olmasına rağmen bir sürü sivilce yaptı. biraz yağlı heralde. kullanacaklara bebekler için olanı öneriyorum.,Bağlamsal/Diğer
eski prima daha iyiydi sabaha kadar tek bezle sizdirma yoktu ama su yenilenen 3 kanalli ile surekli gunduz bile sizdirmalar mevcut,Olumsuzlama
lg g2 telefonumu 1.5 kez doldurdu. (3000mh telefon) yavaş doldurmasini ve otg kablosunun kalitesizliginden dolayi temassizlik yaptigini da ekleyebiliriz.,Yazım Bozukluğu
görünüm şık derece pek görünmüyor karanlıkta hiç görünmüyor bu fiyata bence beklenen bir ürün. diğer tercihler değerlendirilebilir ama benim hoşuma gitti.,Olumsuzlama
"-bıçağının ayrılmaması temizlenip yıkanmasını zorlaştırıyor,nasıl temizleyeceğimi şaşırdım.",Yazım Bozukluğu
hiç yüz vermedi...,Olumsuzlama
koku çok güzel ama evden işe gidene kadar bile uçup gidiyor,Bağlamsal/Diğer
"arkadaslar urun fiyatina gore kaliteli duruyor ama alacak olan arkadaslar ,serit ledin ustunde kirmizi yesil ve mavi seritler hepsi ayri ayri koumlandirilmis yani kumandadan bastiginizda seridin ustundeki sadece o renk yanoyor bu sebepten renk karisimlari imkansiz ornegin beyaz renge basildiginde seridin istundeki butun renkler ayri ayri yaniyor ve rengarenk bisey gozukuyor ve beyazi vermemis oluyor",Bağlamsal/Diğer
hızlı teslimat ve fiyat için hepsiburadaya teşekkür ederim.,Bağlamsal/Diğer
"ürün güzel, fakat alan kişi kullanacağı yeri iyi belirlemeli eğer çekmecenin kenarı işlemeli ise sıkıntı yaşayabilirsiniz. sadece düz yüzeyler için bence güzel bir ürün...",Yazım Bozukluğu
hediye için teşekkürler ancak sadece temizleme&#160;solüsyonu biraz işe yarar. gerisi çöpe gitti.,Yazım Bozukluğu
evimde fare yada sinek şikayetim yoktu sadece mutfakta böcek oluyordu onun için aldım. böcekler üzerinde en ufak bir etkisi yok böceklerin üstüne çıkıp halay çekemediği kaldı o derece. neyseki sorunu buldum mutfaktaki lavobo giderinden geliyolarmış giderin çevresini silikonladım sorun çözüldü. böcek için almayın fare ve sineği bilmem.,Olumsuzlama
mesaj ve internet için hat kullanılabilir. ancak arama özelliği yok. anca internet üzerinden arayabilirsiniz. ve sim kart mikrokart özelliğinde. gayet kullanışlı ve güzel. şarjı iyi gidiyor.,Olumsuzlama
"ürün 1 haftada elimize ulaştı, boyutları tahminimizden küçük çıktı, fakat sağlam bir ürün çok fazla ütü yapmıyacaklar için ideal diyebilirim, üstelik fiyatıda çok uygun.",Bağlamsal/Diğer
15-20 saniye sürüyor açılması,Kısa Yorum
güzel bir ürüne benziyor.ancak olumsuz yorum yapanlar da var.önemli olan kısa tüyleri de alması.fiyat olarak gerçekten çok uygun.umarım gerçekten işe yarıyordur.benim de böyle bir epilatöre ihtiyacım var.,Yazım Bozukluğu
bazı markaların dışında bu çaycılıkta ii olanda maalesef yok boşuna marka olmuyolar zaten.,Olumsuzlama
aşırı bir leke çıkarma gücü malesef yok arkadaşlar hayal kırıklıgı yaşamamak için yüksek beklentiler içersine girmeyin ama ürünü 1 gün içinde teslim aldım siteye teşekkürler,Olumsuzlama
yukarıdaki yorumlarda ürün gayet kullanışlı ve güzel denilmiş. yahu bu ürün görünüşte güzel görülebilir kullanışlı olabilir. ama o ürettikleri maddenin kokusuna nasıl da dayanılabilir. bunu bu kadar ki yorumlar içerisinde yazan kimsenin olmaması çok tuhaf.,Bağlamsal/Diğer
yine hepsiburadaya devam ancak farklı bez tercihi ile.,Bağlamsal/Diğer
2- ürün özelliklerinde herşey doğru +,Bağlamsal/Diğer
mükemmel derecede sizdiriyor..,Kısa Yorum
güzel ve akici bir kitap fiyati da uygun teşekkürler,Bağlamsal/Diğer
5 yıldız verenleri hayretle karşıladım.,Bağlamsal/Diğer
bu ürün fiyatına göre gayet uygun marka olarakta bilinen garantisi güvenilir aldıgım ürün bir gün sonra adresime ulaştı tüm kullanıcılara almak isteyenlere tavsiye olunur,Bağlamsal/Diğer
fakat uğraşamam diyenler dikkat etsinler,Bağlamsal/Diğer
ürün az önce elime geçti hevesle hemen denedim,Bağlamsal/Diğer
hoparlör kısmı uygun değil.,Olumsuzlama
"ürünü kullandım,tasarım olarak iyi ancak poşet geçme aparatı daha sağlam ve pratik yapılabilirdi.fiyatına göre tabiki oldukça işe yarar bir ürün.tavsiye ederim...",Yazım Bozukluğu
"""kolay i̇ade"" nin işlerliği için hepsiburada'yı kutlarım.",Bağlamsal/Diğer
mıknatısları hemen bir araya getirmek zor oldu. benim ihtiyacım olmadığı için birbirine diktim,Olumsuzlama
bu fiyata gidip galaxy s4 alabilirsiniz çünkü daha üstün performansta ayrıca ekranı ne büyük ne küçük 5.0 inç,Bağlamsal/Diğer
ışık dağınık,Kısa Yorum
kedilerim doymuş olmak için yiyorlar ama kokusu tazeliği kötü değil.,Olumsuzlama
"üründen 2 adet satın aldım takım oldu banyoda. birkaç kat bezle sarıp montajını yaptım; böylece çizilmeden monte etmiş oldum. üründe seramik salmastra kullanılıp kullanılmadığı yazmıyor dolayısıyla plastik olabilir mekanizması bu da demek oluyor ki çabucak arıza verebilir. aynı sistemi kullanan normal lavabo musluk başlığı cok cabuk arıza vermisti ordan biliyorum. ayrıca musluk çok sert açılıp kapanıyor normal aç kapa musluklar gibi yumuşak sanmıştım, musluk cubuğuna daha uzun bir kol eklenebilirse açma kapama kolaylaşır. ayna tabir edilen cerceve küçük geldi az daha geniş olmalı. benzer taharet musluklarında 180 derece yazıyor dönme açısı olarak , bu yaklaşık 45 derece. benzer göruntuye sahip olan su arıtma cihazı musluğu çok kolay açılıp kapanıyor bu taharet musluğu sert geldi bana. musluğun iyi yanı ise bizim musluk solda; kapatırken sol elimin tersi ile kapatabiliyorum daha hijyenik oluyor böylece. duş suyunu aşağı yukarı veren kola benzer bir kol takılabilir uçuna böylece kolu nerde bunun diye aramak zorunda da kalmayız hem de farklı bir tasarım olur",Bağlamsal/Diğer
hızlı kargo ile 2 günde elime ulaştı. kol plastik kalitesi haricinde gayet kaliteli ve kullanışlı bir ürün. ürünü elinize aldığınızda plastik kokusu olsun ama kullanışlı olsun diyorsanız tercih edin.,Bağlamsal/Diğer
8 gb hafiza ilerde zor durum olabilir.bence j7 prime iyi bir secenek.,Bağlamsal/Diğer
anlaşılması kolay bir kitap kitapta geçen tıbbi terimler lise biyolojisi düzeyinde ama içinde bir diyet listesi yok sadece neleri yemeliyiz neleri yememeliyiz hakkında bilgi veriyor.,Olumsuzlama
ürün paketleme iyi değildi.telefon kutusu hepsiburadanın kutusunun içinde sağa sola sallanıyordu.aynı gün kargo yapılmadı.telefonun arka kameranın olduğu kısımda hafif tıklatınca ses geliyor.ekran başarılı.ayrıca çok hafif bir cihaz.işlemleri rahatlıkla yapıyor.şarj konusunda fazla bişey beklmeyin fazla gitmiyor.,Olumsuzlama
aldıktan 1 hafta sonra çift tıklamaya başladı.,Bağlamsal/Diğer
telefonu 2 gundur hic kurcalamadim whatsapp ve aa oyununu yukledim 3 g yi sık kullaniyorum cayır cayır yaniyor henuz telefonu kasacak bir oyun program yuklemedim o zaman kül olurdu aldigima pişman oldum kesinlikle metal kasali telefon tercih edin ve islemci snapdragon olmasin mumkunse.,Bağlamsal/Diğer
sonuç :,Kısa Yorum
çok kokuyor,Kısa Yorum
alarm sesi çok güzel. sakin sakin uyandırıyor.,Bağlamsal/Diğer
görüntüsü di̇ğer pri̇ma bezlere göre kötü. di̇ğer bezler gi̇bi̇ i̇nce ama suana kadar sizdirmadi,Bağlamsal/Diğer
daha oynamadim ama cok iyi birşekile sahip hemen oynicam,Bağlamsal/Diğer
başka yerden aldigim tohumlar yeserirken bunlar çıkmadı.,Bağlamsal/Diğer
üfleyince sönmüyor ve yanmıyor. hepsini tek tek yakıp kapatmak,Bağlamsal/Diğer
daha önceden bunun 500ml olanını almıştık çok kullanışlıyıdı bu sefer 1 lt alıyım dedim fakat hiç bir lekeyi çıkartmıyor sanki içine bulaşık deterjanı koyup göndermişler gibi.,Olumsuzlama
"ürün sivilcesiz cild için uygun olabilir ama peeling etkisi sivilceleri tahriş edip azdırabiliyor. bu yüzden ben bunu kardeşime verdim, ve peelingin sivilce için zararlı olduğunu düşünmeye başladım.",Bağlamsal/Diğer
"daha önce remington pg400 modelini kullanıyordum ve çok memnundum, şarjı, kalitesi çok iyiydi. bu cihazı da aynı kalitede olur diye aldım fakat oldukça farklı, bir kere traş oldum şarjı bayıldı hemen, hassas bölgeler için felaket, her tarafınız kan içinde kalabilir. i̇yi yönü ise birçok traş başlığı var, yani uzunluk için birçok seçeneğe sahip oluyorsunuz.",İroni
tamamen kumaştan yapılma olduğu için fazla ağır şeyler koyamıyorsunuz ama bez sünger vb. şeyleri toplamak istiyorsanız iyi denebilir,Bağlamsal/Diğer
çok kalın hiç bukle yapmıyor,Olumsuzlama
kamera tek hızlı net değillllll puslu biraz resmi çekip yakınlastırdıgında yağli boya gibi resimçilerin yaglı boya yapmasına gerek yok bunun alsa yeter 2 kez yakınlastırsınlar puslu sarjı ehh bır gun anca gunluk kulanmada ses az cıkıyor abartılcak bişi değil yani bir yıldızda cokta neyse,Olumsuzlama
"kalın olması dışında,güzel çorap,ter yapmaz ama koku yapabilir.beklediğim gibi değil açıkçası biraz daha ince olsa iyi olurdu bana göre,güle güle kullanın",Olumsuzlama
bu ürünü babamın arabasına hediye almıştım gerçekten güzel bir görüntüsü var kokusuda gayet hoş....tavsiye edebilirim siteye teşşekkürler hızlı kargo,Bağlamsal/Diğer
"4-dokunmatik tuşları ""dokunmamatik"" olarak dizayn edilmiş, dokununca zar zor algılıyor.",Bağlamsal/Diğer
henüz teslim aldım ve gerçekten itici bir koku değil aksine merak uyandırıcı çekici bir koku. mütevazi fazla gösteriş peşinde olmayanlara tavsiye ederim,Olumsuzlama
kilif sert silikon bu ozelligi hosuma gitti zaten tek hosuma giden tarafi bu,Bağlamsal/Diğer
"yaklaşık 2 yıl önce aldım ve şu anda nerede olduğunu bile bilmiyorum, uyuz köpeklere tuttuğumda sadece kulaklarını kabarıp sonra hiç birşey olmamış gibi yatıyorlar, normal saldırganlığı olmayan köpeklere tuttuğumda hafiften uzaklaşıyorlar, bir ara saldırgan vahşi köpekle karşılaştım ve cihazın tam deneme zamanı olduğunu düşündüm ve arabanın camından çok yakın mesafeden köpeğe tuttum köpek banamısın bile demeden saldırmaya devam etti, eğer bu cihaza güvenerek arabanın dışından tutsaydım kesin o köpek beni param parça ederdi, aynı şeyi bir iki kere daha yaşadıktan sonra cihazı bir kenara attım, eğer yabani kedilere tutup oyun oynamak isterseniz alın ama köpek kovacak diye beklemeyin.",Olumsuzlama
biraz dana geniş olabilirdi.insanın belini tam kavramalı ki kullanma amacına ulaşılmış olsun belki ozaman daha çok faydası görüleceğine inanıyorum.çünkü ben kısa olmasına rağmen birazda olsa faydasını gördüm.ancak alerji yapma olasılığı yüksek.,Yazım Bozukluğu
"modeli gercekten çok güzel, bileği sarması da çok iyi ancak avuç içi dolgusu yeterli değil. fitness yapanlar için pek de uygun bir ürün değil. avuç ileri çalışma sırasında baya acıyor.",Olumsuzlama
tencere kapak uyumu tam değil,Olumsuzlama
-ürün 8mbs. ve üstü internet bağlantısında gayet hızlı ve karalı çalışıyor.,Bağlamsal/Diğer
sipariş tarihinden itibaren tam 10 gün geçti. halen daha tedarikçiden bekleniyor. bazı ürünlerin teslimat süreleri ile ilgili sorunlara bir çözüm düşünülürse güzel olur.,Bağlamsal/Diğer
ürün iyi iş görür tak çıkar formatında olması iyi yıkama açısından...,Bağlamsal/Diğer
bu ürünün philipse ait olduğuna inanamadım.,Bağlamsal/Diğer
cizirtili biraz onun haricinde guzel net sesi var,Bağlamsal/Diğer
radyo görünüm olarak çok şık fakat radyoda o kadar başarılı değil. istanbulda istasyon bulmak baya uğraştırıyor.. süs olarak raftaki yerini almış durumda.,Olumsuzlama
çok kaliteli bir şey aramıyorsanız alın derim,Bağlamsal/Diğer
10 a yakin parfümüm var ve akti̇f olarak kullaniyorum. meraktan ve fi̇yatindan dolayi almak i̇stedi̇m. ama sanirim i̇çleri̇nde en siradan ve basi̇t olani bu olacak...neti̇ce i̇ti̇bari̇yle olsa da olur olmasa da .,Yazım Bozukluğu
3 yaşındaki kızım için aldım. fazlası ile iş görüyor.,Bağlamsal/Diğer
soğuk hava yazılmış ama öyle birşey yok üzerinde. diğer özellikleri tutuyor ama ben soğuk hava var diye almıştım. soğuk hava olmadığını ürünü elime aldığımda farkettim. hepsiburada.com ilk defa beni şaşırttı açıkcası.,Olumsuzlama
"arkadaşlar gerçekten tam 24 saat de elime ürün ulaştı,hepsi burada daya bu yönü ile teşekkür ediyorum..çok başarılı buldum..",Bağlamsal/Diğer
"kedi kumu değil, kedi çakılı. fiat uygun. ancak çakıl ihtiyacı olanlara yarayabilir. topaklanan kum arıyorsanz mavi paketler yerine yeşil çalan paketler daha iyi",Olumsuzlama
