yorum,kategori
makinadaki hijyen göstergesi tamamen sahte. bunu anlamak isterseniz makinayı çalıştırın yüzünüze hiç sürmeden bekleyin bir süre sonra hijyen seviyesinin düştüğünü göreceksiniz. yani hijyeni ölçtüğü felan yok sadece kullanım süresine bakarak zamanla düşürüyor ve hijyeni gösteriyormuş gibi yapıyor. sonrasında ise makinaya takıyorsunuz ve temizleme haznesi daha çok sıvı harcıyor. böylelikle siz temizleme sıvısı alıp brauna daha çok para kazandırıyorsunuz. bi̇lginize,Olumsuzlama
"ayrıca asla aracınızı normal deterjanla yıkamayın, hem korumayı hemde verniği bozmaya başlarsınız, araba asla bulaşık deterjanıyla yıkanmaaz, bunu unutmayın.",Bağlamsal/Diğer
tv cok hizli bir sekilde geldi kargo we gonderim suresi cok hizli ama pc baglayinca performansini begenmedim renkleri cok vasat grldi bana arti anten girisi yok tv de keske belirtilseymis illa bi reciver olmasi sart direk antenden kablolu tv fln izliyemiyosunuz,Olumsuzlama
"1-suyu kaynatamıyorsun(düğmeye basılı tutunca az kaynıyor,iyi kaynamayan sudan iyi çay olmaz",Olumsuzlama
lazım olmaz demeyin.,Olumsuzlama
"öncelikle hepsiburada.com a siparişimi kısa sürede teslim ettiği için teşekkür ederim. 40 lik delta tramboline ebat olarak yeter mi diye endişe ediyordum ama spor yaparken gereksiz büyüklükte olduğunu farkettim...5 dakka içinde kanter içinde kalınıyor..10 yaşındaki oğlum 5 yaşımdaki kızım ve kendim için aldım ama çocuklarım için fazla sert...sonuç olarak çocuklarınız için eğlence amaçlı almak istiyorsanız , pek seveceklerini sanmıyorum, çelik değilde plastik yaylı olanları tercih ederseniz severek zıplayacaklardır.. bir de zıplarken acayip ses çıkartıyor.. açıkçası çıkartığı sesten pek memnun olduğumu söyleyemem..",Olumsuzlama
ürün fiyat olarak ilk başta dikkatimi çekti siparişi verdim 1 gün sonra geldi.kullanıyorum fiyatına göre gayet iyi.derisi her ne kadar elinizi boyuyor.bi de önemli olan ölçüyü doğru tercih etmek ..,Yazım Bozukluğu
merhaba arkadaşlar. uzun süre telefon almak için araştırdım. ve büyük kararsızlıkda kalarak yinede bu telefonu aldım en çok hoşuma giden özelliği kamerası idi ama kamera istenilen beklentleri karşılamıyor gerçekten 21 mp gibi bir kalitesi yok. bunu samimiyetle söylerim eğer kamera için alıyorsanız almayın.. telefonda ister istemez donmalar oluyor oda android oluşundan kaynaklı. yani ağım şahım bir telefon değil. ama şarj özelliği çok iyi hemen şarj oluyor. oynamana bağlı 1 1.5 gün şarj gidiyor.,Olumsuzlama
atsammi kartusmu alsam kararsızım ??,Bağlamsal/Diğer
ürünü alırken benim gibi deleriz sıkıntı yok diyorsanız parasına göre gayet iyi. ancak kapı aralığınız 19cmden fazlaysa kapınıza uymayacak ve barfiks çekemeyeceksiniz bunu bilerek alın.,Olumsuzlama
diğer yorumlardaki gibi plastik kokusu yok.,Olumsuzlama
ürün elime kısa sürede geçti hepsiburada ailesine teşekkür ederim ürüne gelince biraz motoru zayıf eğer zorlarsanız her an yakabilirsiniz,Bağlamsal/Diğer
abartıldığı kadar fazla bir ışık gücü yok. salondaki 3lü avizelere 2şer tane taktım kabul edilebilirliğin altında bir aydınlatma oldu. bimden aldığım ne olduğu belli olmayan led ampulün yanında sönük kaldı adeta. yüksek wattlı modellere yönelmeniz tavsiye olunur.,Olumsuzlama
"her ne kadar donanımsal olarak rakiplerine göre daha üstün görünse de kullanıcı deneyimi olarak yaptım oldu gibi yaklaşmaları ve bir ürünü iyileştirmeye çalışmak yerine 3 ay sonra yenisini çıkarmak kafası.. bu saat 3 ay sonra 2. eli dilenciye versen almaz, bunu samsung kendi başarıyor, söylediği hiçbir özellik fit2'de tam olarak kullanılamıyor, gerek yok bence,",Olumsuzlama
daha sonra 20 mb nin üzerine çıkmıyor. usb çok ısınıyor.,Bağlamsal/Diğer
alacak olanlara duyurulur şarz aleti yok...,Olumsuzlama
geçen hafta sipariş ettim. çek çek kısmı sert olduğundan aracın camını pek çekmedi .,Bağlamsal/Diğer
başarılar. ...,Kısa Yorum
sadece iğneleri işe yaradı.hava komprosörü ile şişrdim...,Bağlamsal/Diğer
"ürün hızlı geldi. ancak, askı aralığı epey kısa.",Bağlamsal/Diğer
"bu fiyata bu kalite, ancak bu kadar olur.",Bağlamsal/Diğer
urunu defalarca kullanmama ragmen etkisini gormedim ustelik acik tenli ve koyu kıllarım olmasına rağmen,Bağlamsal/Diğer
"ürünü çok zorlamaya gelmez,keşke lastiği,plastiği,bağlantı yerleri daha sağlam ve kalın olsaydı daha iyi olurdu ama çok fonsiyonel bir çok hareketi yapabiliyorsun.",Yazım Bozukluğu
ürün beklediğimden iyi çıktı. severek kullanıyorum. sipariş sorunsuz elime ulaştı. tşk....,Bağlamsal/Diğer
ürün elime ulaştı. beklediğimden büyük bir kutu geldi. fakat elime alınca hafif geldi sanki yarısı boşmuş gibi. birde uzun olduğu için bantı yağlamak için yan tuttuğunuzda sadece hava çıkıyor. yağlama yapabilmek için bandı biraz yükseltmek gerekiyor.,Bağlamsal/Diğer
fiyatına göre uygun. küçük işletmeler için ideal bir ürün.,Bağlamsal/Diğer
çok ince. çiziklerden koruyabilir ki bunu çok daha ucuza halledebilirsiniz.,Yazım Bozukluğu
4-hepsi̇burada com ve tedari̇kçi̇ fi̇rma sayesi̇nde i̇ade gerçekleşti̇ bi̇raz uzun sürdü ama yeni̇ ürün yeri̇ne para i̇adesi̇ yapildi,Bağlamsal/Diğer
aşiri fazla işik veri̇yor.normal far yaninda sönük kaldi karşidaki̇ni̇ rahatsiz etti̇ği̇ i̇çi̇n yakamiyorum.daha az işik veren bi̇r ampul bulursam deği̇şti̇rcem.kali̇tesi̇ orta düzeyde.,Yazım Bozukluğu
"biraz daha özgün oyunlar bekliyordum, 2 şubat 2016 da yatağın üstünde zıplama oyunu var güldüm kimse bilmiyor bunları.2017 yılı olsa iyi olurdu 2016 geride kalmak üzre saygılar",Bağlamsal/Diğer
j5-2016 modelinde radyo yok.eski modellerde olmasına rağmen bunda yok,Olumsuzlama
diğer modellerin karbon filtrelerinden en az 3 kat daha pahalı. eğer sonradan karbon filtre takacaksanız başka model bakın.,Bağlamsal/Diğer
makineyi aldım iki günde geldi ama traktör gibi çalışıyor mutfağın kapısını kapatmak sonunda kalıyoruz,Bağlamsal/Diğer
"googleda donanımhaber ölücüsü yazınca görsellerde benim fotoğrafım çıkar. şimdi bu ön bilgiyi verdikten sonra şunu söyleyim: bedava verseler bi daha evime sokmam. evin içine girebilecek ebatlarda olup da bu kadar gürültü yapan bir şey hatımda görmedim ben. 10 dakika bunun gürültüsüne katlanacağıma, arkamda hiç susmadan ağlayan bir çocukla kıtalar arası uçmayı tercih ederim.",Olumsuzlama
kargo bugün elime geçti. temizlik konusunda sıkıntı olmayacağını biliyoruz zaten. ama ebat konusunda kimse rakam vermediğinden bu açıklamayı yapma gereği duydum.,Olumsuzlama
fi̇rmanin hizli gönderi̇si̇ i̇çi̇n teşekkür edi̇yorum... ürünü bi̇r süredi̇r kullaniyorum.... masaj yapma özelli̇ği̇nden başka bi̇r şey beklemeyi̇n....,Yazım Bozukluğu
diğer bir markada henüz denemedim.,Bağlamsal/Diğer
yatırımın en gözde aracı altını bu şekilde alarak kenara koymak bana mantıklı geldi...küçük küçük para biriktirmek için en güzel fırsat,Bağlamsal/Diğer
"ürün, kışın sürekli eksi derecelerde ve sert geçtiği yerlerde işe yarayabilir. dışarıdayken iyi ama kapalı alanda bulunduğunuz an inanılmaz bir terleme yapıyor. tabanı çok kalın ayakkabınız tam ayağınıza göre ise olmayacaktır. belki zamanla aşınırsa incelebilir. ama öyle elinize aldığınızda kaliteli bir şey beklemeyin. bildiğiniz kalın tabanlı yün çorap işte. fiyat/performans oranı bence çok düşük.",Yazım Bozukluğu
ile denedim çok sorunlu... anck laptopa kurarak cihazın,Bağlamsal/Diğer
"ürün siparişten kısa süre sonra elime ulaştı , hepisiburada 'yı bu konuda tebrik ederim herzaman çok hızlılar.",Bağlamsal/Diğer
ürün estetik görünüm acisindan oldukca şık bir tasarima sahip ancak demlik kismi bildigin ilik modda. yani normal cay demleme sicakligina ulasmiyor. cay tiryakileri icin cok da kaliteli bir cay demleme sicakligina sahip degil.,Bağlamsal/Diğer
pisik yapiyor sizdiriyor kizartiyor cok bereketsiz koku yapti,Bağlamsal/Diğer
ilk aldığımda çekiş gücü mükemmeldi 2 ayda çekiş gücü çok azaldı nedenini anlayamadım .torbası tertemiz oysa..,Bağlamsal/Diğer
2 ürün kitapçığındaki renklerle parça renkleri uyuşmuyor,Bağlamsal/Diğer
-montajı oldukça zor. özellikle bu işlerden anlamayan kişiler kesinlikle almasın,Bağlamsal/Diğer
markette satılanlardan daha sert gibi sanki bunu anlayamadım tabi. ancak fiyatı fena değil . alınabilir tavsiye ederim. memnunuz,Olumsuzlama
yani deymicek bir ürün,Kısa Yorum
başında ki meral koptu !,Bağlamsal/Diğer
ancak ürünü dün elime aldım. ürün akvaryuma dışarıdan yapıştırılan türden bir termometre. öncelikle bu bilgi belirtilmesi gerekiyordu.,Bağlamsal/Diğer
fiyatı güzel çekim gücü biraz zayıf su filtresi biraz çabuk temizlenmeli,Bağlamsal/Diğer
görünüşe ve arkadaşin yorumuna göre si̇pari̇şi̇ verdi̇m.. umarim karşilikli memnun olacağimiz bi̇r alişveri̇ş olacaktir.....,Bağlamsal/Diğer
ilk 3 numaraya geçtiğimizde ürünü çok begendik fakat daha sonra değişti bebeğimin iç çamaşırı sanki nemli gibi oluyor kaliteyi dusurduler,Bağlamsal/Diğer
ürünün tefal farkı zaten ortada ve çok kaliteli bir ürün fakat kullanım açısıdan çok küçük geniş ailelere göre değil yani.ama ev hediyesi olarak yeni evli çiftlere alınabilir.,Olumsuzlama
ilkokula yeni başlayan yeğenime aldığım mikroskop gayet güzel çıktı. ben bu fiyata bu kadar olacağını beklemiyordum. çok iyi diyemeyeceğim ama lise çağına kadar çocuklara fazlasıyla yeter.tavsiye ederim.,Bağlamsal/Diğer
diğer deterjanlarda bunlar olmuyor...,Kısa Yorum
telefonla birlikte gelen android lollipop güncellemesini sakın yapmayın zira yaptıktan sonra 3g hızında internet diye birşey kalmıyor lenovo yazılım altyapısını tamamlamadığı için problem yaşayabilirsiniz onun dışında güzel telefon şarjı çok iyi gidiyor.,Yazım Bozukluğu
"telefonun çekim gücü güzel,",Kısa Yorum
üründen bu zamana kadar iki tane aldım. ilk aldığımda ikinciside normal el yıkamada göstergede buharlaşma oluştu. sonra ekran tamamen gitti. su geçirmez özelliği pek yok gibi.güzel ürün fakat su geçirmezse daha bi güzel olurdu..,Olumsuzlama
ürünün relax çeşidini aldım yine discover ın sihirli küresinde kullanıyorum koku gayet güzel evde taze bir hava yaratıyor ama cihazı 2 saat calıştırdıktan sonra koku önemli ölçüde azalıyor ve ilave etmek zorunda kalıyorsunuz. tester olarakta kavun kokusu göndermişler ama pek hoş olduğunu söyleyemem,Bağlamsal/Diğer
devamli kullanicaginiz ev icin uygun degil yazliklarda veya köy evlerinde kullanilabilir.,Bağlamsal/Diğer
dark teknik servisini aradım ve bana film oynatmak için google playstore'dan bsplayer ve vlc player indirmemi tavsiye ettim. bunlarda altyazı koyabiliyorsunuz ancak bu sefer de filmler takıla takıla oynuyor.,Yazım Bozukluğu
. benm gibi kırsal kesimlerde yaşıyorsayız veya alt katlarda ikamet ediyorsanız kesinlikya tercih edlmemeli.,Bağlamsal/Diğer
fiyatına göre iş görür bi ürün tavsiye ederim,Bağlamsal/Diğer
"boyutu, hızlı şarj etmesi falan güzel özellikleri tabi. yine de tercih edilebilir.",Bağlamsal/Diğer
hypnose kullanıyorum .fakat çok sevdiğim bir koku değil.ama kötüde değil.belki tenden tene farklılık gösteriyordur.kalite konusunda diyeceğim yok zaten ortada..ama hafif bir koku diyebilirim baymıyo,Olumsuzlama
açık konuşmak gerekirse ürünü çok sevemedim yani atış yapmama rağmen tüyü sanki deri üstünde kesiyor gibi ve bunun gibi bazı tüyler aradan zaman geçmesine rağmen dökülmüyor tüy kesildiği içinde sertlik hissi veriyor memnun kalmadım.daha önce tabancalı lazer makinesi kullanmıştım onun kartuşu bittiği için bu ürünü aldım alacaksanız tabanca modelli lazer cihazlarından alın onlar tüyü süper görüyor ve daha etkili olduğunu hissediyorum atış yaparkende. keşke tabancalı alsaydım ama aldık bikere :),Bağlamsal/Diğer
ürün geldi̇ ama şampuan görünenden oldukça küçük,Bağlamsal/Diğer
ebru - dilek,Kısa Yorum
mrh arkadaslr ben bu urunu aldım ama benım kaldıgım yerde elektırık sorunu var belkı aksamları bıle elekrık yok benım ısıme yarayacak emın cunku bende 600 wtalt vardı oda ısımı goruyodu ama buzdolabını calıstırmıyodu bu calıstırı emını elektırık sorunu olana tavıye ederım,Olumsuzlama
1 haftadir kullaniyorum. gozlemlemeye devam ediyorum. ancak kullanmaya basladiktan sonra banyoyu karincalar basti. takip edip tekrar yazacagim.,Bağlamsal/Diğer
bosch aqt oto yıkama profesyonel ürünlere giriş modelidir...,Bağlamsal/Diğer
"güzel olduğunu düşünmüştüm fakat, bedenim xl olmasına rağmen xl olarak aldığım mont bana m gibi oldu, sonrasın da xxl olarak tekrar sipariş verdim oda l gibi oldu. vereceğiniz paraya yazık...",Bağlamsal/Diğer
"fakat oda belirli bir nem oranina ulastiginda beklemesini yada kapanmasini saglayacak bi program yok.sadece su bittiginde kapaniyor o kadar .unutulmamaliki fazla nem,kuru havadan daha tehlikeli.",Olumsuzlama
fiyatına göre daha kaliteli olabilirdi.,Bağlamsal/Diğer
"öncelikle hepsiburada ya teşekkür ederim. bizim sarı prenses ve yunuslar bu yemi sevmedi, dipte biriktiği için de akvaryum bir haftada kirlendi.",Bağlamsal/Diğer
ürün fiyatına göre bir etkiye sahip.çalışmak için ne kadar vakit ayırırsanız o kadar etkili oluyor.eğer az çalışırsanız çok bir faydasını görmeyeceksiniz.ama ürünle çalışmak için vakit ayırırsanız karın kaslarınızdaki değişikliği hissedebilirsiniz.,Yazım Bozukluğu
hepsiburada dan aynı ürünü belli aralıklarla 8. kez alışım. ilk aldıgım 2 adet hala kullanıyorum çok hızlılar. son 6 adet yerlerde sürünüyor. hızlı olanların ışığı turuncu yanarken yavas olan 6 tane mavi yanıyor. ne yaptıysam sonuç aynı. son 2 tane gelen daha da yavaş,Bağlamsal/Diğer
cok uygun fiyata geldi...kargolama biraz uzun sürdü ama olacak....,Yazım Bozukluğu
kum döktüğü için evde kullanmak imkansız.,Bağlamsal/Diğer
"2 kişi kurulum yaptık. yanınızda mutlaka şarjlı tornavida bulundurun. kurulum dokümanı vs. yok sadece parça listesini gösteren bir kağıt çıkıyor. (kağıt parçaların arasında gizli, dolabın mistik bir yönü de bu.) parçaların üzerinde numara vs. yok. doğaçlama ve lego kursları ile rahatça parçaları eşleştirebilirsiniz.",Olumsuzlama
renkli çıktılarda renk kalitesi gayet iyi. fiyat da ucuz. kaçırmayın derim.,Bağlamsal/Diğer
ürünü bir süredir takip ediyorum fakat fiyatında bir değişiklik olmamış ki zaten bu civardaydı. şu an daha uygun olan yerler var ha gibi,Bağlamsal/Diğer
"soğutmasına, şıklığına diyecek yok. ancak raf aralıkları kullanışsız ve çok fazla değişiklik yapılamıyor. ayrıca motor sesi biraz yüksek geldi. onun haricinde hepsiburada.com'a uyarıda bulunuyırum. ""şu kadar dakika içinde sipariş verirseniz şu kadar içinde kargoda"" (6 saat 6 dakika içinde sipariş verirseniz bugün kargoda (kargo bedava) gibi ürün sayfasına yazdığınız yanıltıcı ifadeleri kaldırın. zira bir kaç gün sonra kargoya verdiniz. insanları gaza getirip kandırmayın.",Olumsuzlama
ürün dün eli̇mi̇ze geçti̇.i̇yi̇ paketleme yapmamişlar kenarlari bi̇raz yipranmiş.kalemli̇k yeri̇ küçük boydan olsa i̇di̇ daha i̇yi̇ olurdu.yi̇ne de kullanişli parasina göre i̇yi̇di̇r.tavsi̇ye ederi̇m.,Yazım Bozukluğu
+ ıslak zeminde cok iyi,Bağlamsal/Diğer
fiyatı uygun renkler de fena değil fakat oyun klavyesi diye geçen bir ürünün w a ve space tuşlarına aynı anda basınca algılamaması üzücü,Olumsuzlama
i̇çindeki suyu dikey biçimde konulduğu zaman akıtıyor,Bağlamsal/Diğer
"ürün güzel sağlam, yanında gelen 4 vida dübele ilave 4 vida dübelde siz atın. aparatın hırsızlıklara karşı önlem amaçlı bi kiltleme mekanizması - vidası yok, duvara düzgün monte edilirse sağlam dayanıklı.",Olumsuzlama
fiyatina gore kalitesi normal.is gorecek bir urun.ufak tuvaletteki lavabo ufak oldugundan misafirler surekli sabunluk kiriyordu.o nedenle alip duvara monte ettim.bu dertten kurtuldum.,Bağlamsal/Diğer
saatin ekran ışığı çok düşük olduğu için rakamların okunması biraz zor. ayrıca saatin için analog saat modellerinin kılavuzu çıktı. kullanımı çözmek için epey zorlandım...,Bağlamsal/Diğer
merhabalar yatak sipariş verdikten 2 gün sonra geldi kullanmaya başladık mükemmel bel ve sırt ağrıları azaldı ayrıyeten daha önceki yorumlarda sıcak tuuttuğunu belirtmişler fakat ben bu sıcaklığı göremedim almak isteyenlere tavsiye ederim sağlıklı günlerde kullanmanız dileğiyle.,Bağlamsal/Diğer
hgs etiketi enine uzun geldi.,Bağlamsal/Diğer
daha önce japon pazarından lightning kablosu ile birlikte 19 tl'ye aldığım cihaz ile aynı performansta. metal olması ve aydınlatmaya sahip olması güzel,Bağlamsal/Diğer
sağ sol arasında fark var sağ elimdeki yumuşak deri soldaki sert deri sol elimdeki sıkıyor dağ elimdeki gevşek ama iş görür,Bağlamsal/Diğer
